   RA(2000)  Dec(2000)    Flux
 h  m    s    d  m   s      Jy
20 22 26.87 +39 13 25.2   7.97
20 22 27.97 +65 30 50.8   1.32
20 22 30.00 -09 26  1.3   1.66
20 22 30.34 +53 22  2.1   2.64
20 22 31.51 -03 08 41.7   0.71
20 22 32.06 +12 59 41.3   0.93
20 22 32.82 -02 56 53.0   0.71
20 22 34.35 +11 12 49.5   2.10
20 22 37.56 +54 57 43.9   1.02
20 22 38.78 +63 11 31.2   1.71
20 22 38.87 +76 11 15.4   0.99
20 22 39.48 +11 13 30.6   2.46
20 22 40.23 +30 34 40.4   1.33
20 22 40.27 +26 02 25.4   1.74
20 22 43.83 +67 38 31.8   0.60
20 22 46.03 +30 00 46.8   0.62
20 22 48.55 +25 13 14.4   0.96
20 22 54.62 +03 11 37.9   2.84
20 22 56.04 +29 26 15.3   0.90
20 22 57.25 +58 09 16.1   0.87
20 22 57.59 +53 21 20.0   0.91
20 23  1.58 -07 11 37.7   4.48
20 23  3.69 +00 35  2.9   1.14
20 23  6.40 +68 12 24.5   1.33
20 23  7.71 +66 46 30.2   0.83
20 23  7.82 +29 03 58.8   1.56
20 23  8.85 +47 33 43.4   2.02
20 23  9.18 +16 57 29.5   1.87
20 23 12.07 +56 03 31.9   1.94
20 23 13.85 +53 46 22.3   1.10
20 23 14.45 +59 17 50.4   0.42
20 23 16.92 -05 18 30.6   1.53
20 23 17.94 +48 26 42.1   1.56
20 23 18.73 +31 53  7.5   3.98
20 23 21.78 +01 36 31.0   3.90
20 23 25.96 +13 55 59.3   0.86
20 23 26.31 -07 08 17.7   1.11
20 23 28.96 +06 18 17.5   1.65
20 23 30.90 +08 03 17.8   2.77
20 23 35.42 +04 40 36.2   1.76
20 23 35.58 +17 00 56.1  10.60
20 23 35.80 +83 54 44.0   1.84
20 23 39.35 +58 34 36.7   0.39
20 23 40.21 -03 53 25.2   4.20
20 23 40.85 +68 37 50.5   1.21
20 23 42.59 +60 11 22.4   0.46
20 23 42.70 +17 55 33.5   0.79
20 23 42.75 +17 05 56.8   1.45
20 23 42.89 +54 27 59.4   0.64
20 23 43.60 +10 40 58.9   6.62
20 23 46.29 +62 10 55.7   1.12
20 23 47.01 +32 57 23.5   1.12
20 23 47.19 +68 56  9.7   0.52
20 23 47.60 +39 45 22.1   2.39
20 23 48.41 +59 56 35.2   0.61
20 23 49.09 +02 05 22.5   0.83
20 23 50.69 -04 51 27.8   1.66
20 23 53.74 +13 01 20.7   0.80
20 23 54.02 -09 52 42.8   3.44
20 23 54.88 +74 22 51.1   2.55
20 23 55.74 -10 16 32.9   1.16
20 23 55.95 +54 27 30.0   1.31
20 23 57.69 +12 06 27.7   0.87
20 23 58.53 +27 53 11.3   1.13
20 23 59.17 +68 09  9.8   1.39
20 24  0.17 +55 36 46.5   0.45
20 24  2.45 +29 26 44.7   0.86
20 24  4.55 +30 54 38.2   1.78
20 24  4.94 +60 32 49.2   0.77
20 24  6.04 -00 59 33.3   1.56
20 24  6.14 +10 16 20.8   3.47
20 24  6.36 +23 51  6.3   0.92
20 24 15.89 +20 54 42.8   3.10
20 24 16.24 +52 59 10.1   1.09
20 24 16.91 +52 35 54.3   1.18
20 24 21.91 +01 32 55.2   1.69
20 24 29.05 -10 35 24.6   0.85
20 24 29.60 +24 16  1.6   0.89
20 24 33.14 +46 10  7.6   1.70
20 24 33.89 +57 50 16.2   0.76
20 24 34.11 -08 32 53.3   1.14
20 24 34.16 +27 35 20.5   0.75
20 24 34.98 -05 16 32.2  12.92
20 24 35.02 +74 06 57.9   0.64
20 24 37.23 -03 50 25.9   0.86
20 24 37.82 +57 56 54.4   2.29
20 24 38.95 +77 26 55.9   1.69
20 24 39.03 +55 40 27.6   1.06
20 24 39.42 -00 57 19.1   0.68
20 24 40.04 +48 52 33.6   1.89
20 24 40.31 +12 07 25.0   2.27
20 24 47.17 +58 50  5.1   0.64
20 24 49.03 +84 07  0.6   1.64
20 24 49.35 +24 49 45.5   1.11
20 24 49.74 +67 14 58.3   0.64
20 24 50.53 +10 32 30.1   6.85
20 24 51.00 +27 36  2.4   2.24
20 24 51.59 +31 13 45.1   4.78
20 24 53.12 +73 45 18.2   0.61
20 24 53.90 -00 46 18.6   0.72
20 24 56.28 -02 03  5.5   0.91
20 24 58.54 +14 19  8.4   0.90
20 24 58.80 -01 23 36.0   1.26
20 25  1.73 +08 34 11.4   1.27
20 25  5.04 +02 38  7.2   0.86
20 25 10.06 +64 57 32.2   0.50
20 25 10.30 +26 05  1.4   0.79
20 25 13.27 +13 32  1.2   3.44
20 25 15.14 +56 32 41.0   0.50
20 25 16.97 +50 58 13.3   0.99
20 25 17.01 +84 22 55.4   0.51
20 25 17.64 -08 14 51.2   3.20
20 25 18.17 -06 12 30.9   2.83
20 25 18.30 +50 11 59.9   0.79
20 25 19.88 -13 35 10.9   1.61
20 25 20.26 +25 48 57.6   1.11
20 25 21.05 +02 39 55.6   0.97
20 25 21.19 +12 06 21.0  11.19
20 25 24.15 +15 01 20.4   0.78
20 25 24.42 +26 10 20.0   0.62
20 25 25.95 +12 06  4.6   2.12
20 25 26.93 +33 29 58.6   2.01
20 25 29.10 +21 30 41.6   0.82
20 25 29.41 -01 14 29.3   0.86
20 25 30.26 +08 14 27.2   0.90
20 25 30.45 +25 04  7.3   1.11
20 25 35.92 +59 25  9.4   0.74
20 25 40.30 -04 30 49.2   1.67
20 25 40.79 -07 35 59.0   5.84
20 25 42.68 +51 31 46.6   0.97
20 25 45.03 -06 23 31.4   1.89
20 25 45.67 +21 58 34.3   1.92
20 25 46.64 -00 01 29.0   1.94
20 25 47.05 -07 28  9.8   3.88
20 25 49.11 -00 12 38.7   0.58
20 25 49.91 +19 27 33.4   1.09
20 25 49.99 +69 03 59.5   0.68
20 25 50.69 +53 09 44.9   0.89
20 25 55.79 -00 53  7.2   1.58
20 26  3.37 +21 12 22.3   1.45
20 26  5.17 +15 11 11.6   2.51
20 26  6.10 +49 22 47.5   1.08
20 26  6.67 +65 25 32.8   2.13
20 26  7.23 +62 12 29.9   0.64
20 26  7.77 +69 53 40.9   0.98
20 26 11.22 +09 21 55.2   0.82
20 26 15.03 +09 37 52.6   3.73
20 26 16.39 +46 55 34.7   8.36
20 26 16.95 -04 39 13.8   0.86
20 26 17.68 -03 33  2.9   0.81
20 26 18.06 +49 17 36.9   0.76
20 26 21.47 +51 33 17.3   0.62
20 26 21.60 +07 03 24.8   1.99
20 26 22.56 +61 23 25.9   1.23
20 26 22.62 +05 33 41.3   0.84
20 26 22.74 +21 08  7.6   1.22
20 26 22.94 +00 55 37.0   1.91
20 26 23.19 +60 54 28.1   0.76
20 26 23.72 -07 05 46.7   1.15
20 26 24.74 +14 37 52.0   1.47
20 26 24.76 +55 39 24.7   2.34
20 26 25.72 +14 12 21.3   1.53
20 26 26.27 -13 30 34.3   1.71
20 26 29.01 +01 06 14.9   0.80
20 26 31.19 +31 36 18.5   2.50
20 26 39.97 -06 22 33.3   1.12
20 26 42.02 +13 28 49.2   1.21
20 26 42.48 +28 40 48.8   0.72
20 26 43.16 +16 39 22.9   1.41
20 26 43.65 -00 38 36.5   1.08
20 26 47.12 +45 55 50.2   2.01
20 26 52.49 +56 48 26.8   0.47
20 26 53.22 -11 31 42.6   2.74
20 26 54.60 +84 16 22.2   0.46
20 26 54.80 +50 08 36.7   0.75
20 26 55.07 +15 37  4.5  13.99
20 26 55.34 +72 28 10.0   0.68
20 26 57.54 +17 20  7.3   1.75
20 26 58.58 +71 15 52.3   0.57
20 26 58.73 +29 50 52.5   7.25
20 27  3.39 +59 23 13.0   1.59
20 27  5.22 +06 31 20.3   0.94
20 27  9.00 +17 42 27.2   3.45
20 27 11.31 +09 17 48.3   1.28
20 27 11.96 +02 26 14.5   1.62
20 27 14.88 +61 20 29.9   0.36
20 27 17.58 +51 07 17.4   0.87
20 27 19.11 +09 16 21.9   0.82
20 27 20.73 +62 31 12.7   0.57
20 27 21.11 +11 52 34.9   0.71
20 27 21.68 +36 12  5.4   1.34
20 27 22.15 +50 40 36.2   0.56
20 27 22.56 +15 43 49.5   4.48
20 27 24.28 +34 25 46.7   2.79
20 27 26.24 +16 20  9.3   1.07
20 27 28.67 +08 10 21.7   1.19
20 27 33.49 +15 20 16.3   1.32
20 27 36.93 +61 51 11.9   0.52
20 27 40.30 +72 09 58.2   0.84
20 27 43.44 +24 42 48.5   0.92
20 27 46.67 +64 29  2.8   0.43
20 27 47.20 +15 14 20.8   1.30
20 27 48.91 +15 52  3.9   3.00
20 27 55.40 -03 23  6.6   1.16
20 28  0.06 -00 25 47.0   1.33
20 28  6.18 +26 08 51.2   0.64
20 28  7.94 -07 17 40.1   1.14
20 28 12.27 -12 53 47.0   1.67
20 28 12.63 +17 50 13.0   1.33
20 28 13.81 +19 34 49.8   2.64
20 28 16.66 +73 22 20.2   0.48
20 28 16.68 +65 38 34.8   0.61
20 28 16.69 +11 55 33.0   1.72
20 28 19.68 -00 12 52.6   0.96
20 28 19.92 +05 26  4.3   0.88
20 28 20.26 +51 24 46.4   1.91
20 28 22.98 -12 15 47.4   1.18
20 28 23.48 +01 26  6.1   0.79
20 28 24.81 +00 47 38.8   0.67
20 28 25.76 +02 48 23.3   3.71
20 28 30.65 -02 37 16.3   3.62
20 28 32.60 +12 15 56.2   0.85
20 28 33.62 -07 07 56.6   1.12
20 28 34.64 +17 52 11.5   1.03
20 28 36.66 +08 11 15.7   1.20
20 28 39.04 -09 49 10.4   1.11
20 28 40.61 +14 58 24.8   1.15
20 28 41.97 +30 28 42.5   1.27
20 28 42.55 +58 06 44.1   0.60
20 28 47.26 +53 29  1.6   1.60
20 28 54.94 +00 35 16.8   3.50
20 28 56.37 +01 33 39.8   1.88
20 28 56.51 +65 29 26.0   3.10
20 28 59.26 +06 39 20.1   2.39
20 29  0.09 +02 23 31.1   0.61
20 29  9.24 +18 34 48.6   1.44
20 29  9.61 -06 28  4.1   2.36
20 29  9.89 +05 45 30.5   1.20
20 29 10.24 +62 04  7.6   0.53
20 29 11.34 +07 55 24.3   1.13
20 29 11.57 +15 05  6.0   0.94
20 29 12.26 +65 25  5.3   0.59
20 29 16.70 +01 31 25.7   1.08
20 29 17.02 +06 24 51.7   1.08
20 29 19.07 +55 04 31.2   0.53
20 29 19.71 +02 46 12.9   1.84
20 29 20.06 +31 17 54.3   1.00
20 29 20.14 +32 51 41.4   2.18
20 29 20.66 +28 06 31.6   0.67
20 29 23.57 +24 05 34.0   1.10
20 29 24.66 +36 43 25.0  11.39
20 29 25.45 +02 48 56.4   0.73
20 29 26.40 +28 57 26.8   0.93
20 29 26.46 +12 28 57.9   0.78
20 29 28.42 +36 07 53.2   1.74
20 29 32.46 +78 27 54.4   0.54
20 29 33.08 +08 28 38.0   1.02
20 29 33.84 +31 56 39.4   0.90
20 29 38.88 +49 26 10.9   0.67
20 29 43.34 +04 56 29.6   1.76
20 29 43.45 +69 10 47.4   0.82
20 29 43.82 -06 04 45.9   1.71
20 29 44.80 +71 00 50.2   0.52
20 29 46.02 +50 27  6.9   1.75
20 29 46.72 +40 16 39.0   2.08
20 29 47.35 +59 49 46.0   0.85
20 29 49.29 -08 58 36.5   2.08
20 29 49.68 +17 30 56.7   2.40
20 29 50.10 +00 11 36.2   3.07
20 29 50.94 +08 47 51.2   2.60
20 29 52.08 +52 22 42.9   2.23
20 29 53.27 +76 11 33.0   1.32
20 29 55.42 -00 05 36.9   1.41
20 29 57.62 +23 54 43.2   0.61
20 29 57.68 +02 25 44.1   2.82
20 29 57.89 +82 24  7.8   2.11
20 29 58.01 +14 42 48.5   6.32
20 29 58.16 +60 03  6.7   1.23
20 29 59.15 +53 27 24.5   0.66
20 30  0.51 +16 14  7.8   1.45
20 30  0.78 +13 08 21.9   0.88
20 30  3.64 +05 15 60.0   0.86
20 30  6.07 +55 58 52.3   0.56
20 30  6.98 +56 54 56.4   0.81
20 30  7.32 -03 25  8.8   0.70
20 30  8.20 +02 29  0.3   0.71
20 30 11.05 +51 50 16.4   1.64
20 30 12.49 +54 03 30.3   0.55
20 30 12.52 +56 08 40.0   1.98
20 30 14.70 +45 45 38.9   2.99
20 30 16.77 -10 48 29.3   2.33
20 30 22.51 -05 02 59.6   1.83
20 30 22.57 +55 38 26.9   0.76
20 30 24.26 +21 44 53.0   0.86
20 30 25.46 +55 46 47.5   0.57
20 30 31.54 +65 39 44.4   0.50
20 30 34.25 +17 58 52.1   0.72
20 30 34.52 +15 02 19.8   0.73
20 30 36.28 +05 36 44.4   2.42
20 30 37.66 +00 08 19.8   0.63
20 30 39.04 -00 36 48.5   3.50
20 30 40.50 -04 13 55.7   1.49
20 30 41.55 +09 36 38.3   1.28
20 30 43.73 -02 05  2.2   0.92
20 30 44.42 +52 28 34.4   1.39
20 30 45.71 +08 02  2.0   5.96
20 30 47.58 +31 45 59.5   1.52
20 30 47.68 +15 52 33.7   1.45
20 30 48.35 +51 44  6.6   2.75
20 30 51.59 +08 01  3.2   0.76
20 30 52.57 -13 30  4.3   1.65
20 30 56.21 +17 13 39.5   0.75
20 30 58.27 +05 59 48.0   0.83
20 31  1.11 -07 41 26.9  10.11
20 31  1.47 +67 20 20.5   0.53
20 31  1.83 -03 55 13.7   0.93
20 31  2.78 +59 59  2.9   0.57
20 31  5.37 +49 58 28.8   0.86
20 31  5.97 -07 42 10.4   8.28
20 31  7.36 +23 15 52.1   2.09
20 31  7.61 +55 50 25.7   1.19
20 31 11.53 +15 12 51.3   2.39
20 31 14.65 -04 05 34.2   1.25
20 31 16.72 +08 19 54.3   0.96
20 31 19.05 +67 18 15.4   1.25
20 31 21.26 -02 33  3.8   4.39
20 31 22.17 +29 02 44.1   0.88
20 31 28.60 -06 54 57.6   1.20
20 31 28.71 +60 54 54.5   0.53
20 31 32.07 -04 57 34.9   0.73
20 31 34.38 +34 59 32.1   1.40
20 31 35.07 +19 57 40.0   0.95
20 31 36.78 -13 38  0.5   1.65
20 31 37.10 +20 26 35.8   3.97
20 31 37.20 -04 39 36.7   0.77
20 31 38.94 +19 30  4.0   4.20
20 31 39.09 -13 28 39.9   2.16
20 31 39.75 +51 57 27.7  10.43
20 31 41.10 +18 59 20.3  11.97
20 31 45.31 +62 46  4.8   0.61
20 31 48.05 +08 32 47.0   2.55
20 31 48.32 +24 12 13.6   1.15
20 31 48.60 +54 55  6.6   4.92
20 31 50.01 -12 02 29.0   2.79
20 31 51.20 +52 02 14.5   0.53
20 31 51.34 +00 34 21.8   1.70
20 31 53.12 +49 42 23.9   6.99
20 31 53.28 +21 02 39.4   3.62
20 31 54.44 +12 19 46.2   2.97
20 31 59.24 +21 13  6.9   0.95
20 31 59.52 +49 36 57.0   0.98
20 31 59.71 +12 33 56.9   0.84
20 32  0.48 +61 42 35.3   1.27
20 32  1.86 +11 42 10.9   1.20
20 32  3.81 -08 20 11.4   5.30
20 32  4.26 +53 14 39.9   1.09
20 32  7.47 +10 26 11.5   0.87
20 32  8.46 +28 20 39.3   0.96
20 32 10.35 -09 21 13.9   2.41
20 32 11.66 +07 02 12.9   1.84
20 32 12.95 +59 10 15.7   3.44
20 32 13.25 +60 23 47.0   2.45
20 32 13.71 +25 15 46.5   1.16
20 32 20.57 +55 08 23.6   1.94
20 32 23.31 +13 21 43.0   1.63
20 32 26.13 +18 36 57.0   0.74
20 32 26.20 -01 38 11.9   7.78
20 32 27.78 +52 57  7.9   1.01
20 32 27.90 +36 06 10.8   2.10
20 32 32.26 +00 36 21.3   2.16
20 32 33.77 -13 06 26.6   1.64
20 32 35.79 +53 26 37.7   0.54
20 32 36.06 +01 45 35.8   0.72
20 32 36.49 +66 15 44.5   0.58
20 32 37.29 +10 07 27.5   0.81
20 32 37.59 +59 18 52.7   0.39
20 32 38.96 +53 24 25.1   2.69
20 32 39.01 +71 38 33.0   0.67
20 32 41.05 +24 25 39.3   4.86
20 32 42.96 +25 48  3.1   0.76
20 32 43.18 +12 37 48.2   0.76
20 32 43.18 +53 27 45.6   0.72
20 32 43.82 +07 55 53.8   0.86
20 32 44.95 +50 28 55.3   1.07
20 32 46.06 +53 45 49.1  23.37
20 32 46.28 +59 16 38.5   1.59
20 32 47.21 +19 45 10.4   0.79
20 32 50.44 +25 52 22.5  17.24
20 32 51.29 +56 25 36.0   0.61
20 32 53.44 +38 40  2.1   1.21
20 32 58.77 -11 21 24.1   2.26
20 32 59.38 +27 02 21.4   1.50
20 32 59.91 +29 52 30.8   0.78
20 33  4.90 +01 54 34.6   2.20
20 33  5.39 -02 01 36.1   0.99
20 33  5.86 +50 10 12.7   0.91
20 33  7.18 +21 59  6.8   1.78
20 33  7.59 +58 48 55.4   0.46
20 33  8.32 -11 27 47.5   4.44
20 33  8.97 +60 00 33.7   0.87
20 33 10.72 -11 01 58.0   1.48
20 33 11.02 -05 51 18.6   6.62
20 33 11.81 +73 17  0.9   0.67
20 33 11.85 +15 01 39.3   0.78
20 33 19.33 -02 59 29.5   0.58
20 33 20.15 -01 36 39.6   2.01
20 33 20.52 +00 22 11.9   1.73
20 33 23.15 +67 13  2.2   0.53
20 33 24.31 +52 53 26.3   1.42
20 33 24.38 -05 13 18.3   0.67
20 33 26.86 +09 38 49.7   2.24
20 33 28.44 +21 46 30.0   7.96
20 33 28.89 +26 44 11.3   0.83
20 33 29.87 +54 55 32.8   0.54
20 33 31.69 -04 27  6.7   0.89
20 33 34.54 +21 59 34.3   1.57
20 33 36.19 +52 13 13.7   1.69
20 33 37.40 +21 46  3.0   8.49
20 33 40.15 +15 29 27.2   2.27
20 33 40.94 +64 14 40.3   1.00
20 33 42.50 +27 53 17.3   1.34
20 33 42.84 +10 40 26.0   1.42
20 33 45.54 +58 08 20.2   0.94
20 33 45.68 +73 50  3.5   0.77
20 33 48.57 +26 39 55.2   0.69
20 33 49.41 +62 52 33.6   1.32
20 33 49.90 +04 07 47.3   1.70
20 33 52.20 +23 01 25.4   3.68
20 33 52.21 -00 23  7.1   1.04
20 33 54.27 +30 26 55.1   0.96
20 33 55.42 +10 04 38.7   0.87
20 33 55.62 +45 39  5.6   1.69
20 33 55.66 +22 06 53.0   0.70
20 33 55.88 +02 17 33.3   0.83
20 33 57.12 -09 53 20.4   0.87
20 33 57.60 +25 12 10.9   1.69
20 34  1.32 +40 10  2.3   1.35
20 34  1.54 +57 08 18.4   2.15
20 34  2.09 +11 14 28.0   1.59
20 34  3.23 +57 55 23.2   0.99
20 34  5.07 -06 13 37.1   1.08
20 34  6.64 +17 32 32.9   1.27
20 34 10.95 +06 31 18.9   2.04
20 34 11.20 +72 28 43.7   0.56
20 34 11.55 +03 46 14.0   0.68
20 34 13.19 +08 06  4.7   0.72
20 34 14.55 -06 09 11.8   1.33
20 34 15.57 +51 06 56.8   1.60
20 34 15.65 +31 26 12.4   1.88
20 34 15.87 +00 02 11.6   0.86
20 34 17.86 +12 10 10.3   1.29
20 34 18.59 +19 48 20.9   3.53
20 34 20.62 -01 43 23.4   1.31
20 34 23.89 +06 22 23.1   0.75
20 34 25.14 +19 16 36.4   5.62
20 34 25.57 -01 21 57.0   1.92
20 34 26.06 -06 41  4.6   1.30
20 34 28.45 +13 30  9.7   1.60
20 34 35.43 +59 27 26.2   1.66
20 34 36.43 +57 42 22.4   3.61
20 34 36.67 +11 54 27.5   1.49
20 34 39.56 +17 12 36.3   0.87
20 34 42.49 +20 58 22.6   0.88
20 34 42.81 +63 01 11.2   0.81
20 34 44.06 +23 35 42.1   0.74
20 34 44.92 +11 26 30.4   0.84
20 34 45.40 +55 19 14.5   2.01
20 34 46.26 -04 06 40.2   1.43
20 34 46.48 +55 24 15.9   0.61
20 34 48.49 +62 13 42.9   0.64
20 34 49.71 +67 07 23.7   1.44
20 34 51.44 +25 21 28.3   0.60
20 34 52.30 +60 09  5.8   0.62
20 34 57.87 +34 33 38.0   1.65
20 34 58.17 +55 23 20.0   0.71
20 34 59.51 +00 52 17.9   0.97
20 35  0.28 +67 55 52.6   0.70
20 35  2.57 +52 38 22.2   1.22
20 35  4.41 +50 33 29.3   0.67
20 35  6.86 +58 01 38.6   0.45
20 35  7.20 +34 43  6.1   5.73
20 35  7.88 +39 59 44.8   1.52
20 35  8.34 +67 09 11.3   0.55
20 35 10.42 -07 37 52.4   1.21
20 35 11.80 +03 02 21.7   0.95
20 35 16.07 +22 16 25.7   0.90
20 35 17.53 +37 44 31.3   6.46
20 35 18.61 +31 57  3.6   1.42
20 35 18.77 +52 48 43.6   0.87
20 35 19.15 +68 06 49.6   0.53
20 35 19.87 +48 40 23.9   0.83
20 35 21.24 +06 33 33.8   1.13
20 35 21.33 +70 17 57.0   5.53
20 35 21.59 +10 55 54.6   1.09
20 35 23.35 +68 02 26.0   1.03
20 35 26.34 -12 30 54.1   1.25
20 35 30.33 +26 42 25.2   0.70
20 35 32.69 +51 07 39.2   0.85
20 35 36.09 -03 41  9.7   1.19
20 35 36.18 +29 23 15.2   7.66
20 35 39.49 +36 09  7.7  12.32
20 35 41.43 +19 50  4.7   5.61
20 35 42.63 -05 05 27.8   1.55
20 35 47.63 +02 25 42.4   1.13
20 35 48.86 +58 58 24.1   0.80
20 35 49.61 +18 16 14.0   0.89
20 35 49.78 +24 14 51.0   2.20
20 35 51.02 +25 30 37.3   1.00
20 35 52.81 +28 59 17.6   3.35
20 35 55.50 +34 53 13.6   1.69
20 35 55.84 +42 17 51.9   4.93
20 35 56.89 +08 06 55.5   1.42
20 36  0.95 +20 34 41.3   1.25
20 36  2.03 +09 47  6.9   1.55
20 36  4.07 +02 29 52.9   1.04
20 36  4.46 +49 46 32.0   1.22
20 36  6.32 +73 47 33.0   1.14
20 36  7.32 +64 18  7.1   1.50
20 36 13.89 +06 31 11.3   2.21
20 36 14.20 +37 39 57.7   1.91
20 36 17.77 +57 43  7.9   5.07
20 36 18.62 +54 58 57.6   0.72
20 36 18.89 +06 33 32.4   1.03
20 36 21.81 +61 12  0.5   0.40
20 36 23.05 +31 46 28.4   2.40
20 36 23.19 +25 01 17.2   0.82
20 36 23.64 -04 37  7.8   1.87
20 36 26.30 +04 13 33.0   0.64
20 36 28.79 +02 26 45.3   0.99
20 36 34.74 +02 56 52.2   7.26
20 36 38.15 -01 02 32.4   0.84
20 36 38.21 +19 35 15.2   2.21
20 36 40.06 +57 50 12.1   1.01
20 36 40.43 +43 16 34.6   1.92
20 36 40.67 -06 29  7.7   1.50
20 36 40.95 -04 11 17.8   1.39
20 36 44.78 +76 05 26.7   1.35
20 36 46.70 +12 09 40.9   2.52
20 36 46.98 +54 29 16.1   0.99
20 36 47.19 +11 09 41.1   1.59
20 36 53.14 +03 27 24.5   2.58
20 36 53.71 +04 09 59.3   2.18
20 36 57.60 +04 50 12.9   4.46
20 36 58.04 +30 05 51.1   1.75
20 37  1.28 +63 08  2.3   0.62
20 37  2.39 +34 16 58.2   1.52
20 37  4.38 +01 39 57.1   1.06
20 37  4.61 +09 49  4.5   0.89
20 37  7.26 -04 46 46.0   0.98
20 37  7.36 +71 42  7.1   0.50
20 37  7.40 +14 32 23.9   1.99
20 37  8.07 -11 34 17.1   1.03
20 37  9.48 +49 17 42.9   0.77
20 37 10.80 -04 33 53.0   0.90
20 37 13.58 +59 55 14.9   1.22
20 37 13.61 +25 44 17.4   0.83
20 37 17.22 +58 42 50.4   6.33
20 37 17.70 +47 36 23.9   1.13
20 37 18.99 +54 06 34.0   0.56
20 37 19.77 -09 44  3.0   2.83
20 37 20.96 -06 30 36.4   1.28
20 37 21.45 +30 06  9.1   0.70
20 37 25.18 +11 50 13.2   1.44
20 37 26.60 +68 29 57.4   0.50
20 37 28.18 +64 24  2.1   0.88
20 37 28.55 -07 50 17.1   1.44
20 37 32.42 +25 35 47.9   0.67
20 37 32.43 +21 52 59.1   6.10
20 37 33.85 +03 44 12.5   1.13
20 37 35.20 +54 21 57.7   4.00
20 37 35.94 -08 48 58.8   1.30
20 37 36.52 -06 21 10.7   1.49
20 37 37.38 +32 03 41.2  12.96
20 37 39.06 +34 15 42.6   1.34
20 37 39.97 +51 13 13.6   0.71
20 37 40.33 +16 07  3.1   0.94
20 37 40.48 +29 30 53.7   0.73
20 37 40.91 +28 45 39.0   5.26
20 37 41.72 +16 04 48.1   1.59
20 37 41.87 +25 33  0.3   0.83
20 37 42.20 +16 06 21.9   5.25
20 37 42.39 +01 49 46.5   0.63
20 37 46.21 +79 07 47.9   0.56
20 37 46.42 +39 15 35.5   2.32
20 37 47.78 +07 51 59.5   0.88
20 37 53.22 +70 15 55.5   0.91
20 37 55.52 +09 46  5.0   2.36
20 37 56.62 +31 01 52.2   7.13
20 38  2.61 +06 35  7.4   0.90
20 38  3.40 -09 17 56.4   1.24
20 38  3.59 -10 37 45.7   1.09
20 38  4.79 +63 39 13.3   1.55
20 38  5.23 -10 41 30.7   0.97
20 38  5.98 +08 28 17.6   1.51
20 38  6.30 +24 04 38.8   3.82
20 38  6.90 +75 05 44.5   1.65
20 38  8.21 +37 17 22.3   1.46
20 38  8.82 +34 46 31.1   2.01
20 38  8.95 -09 02 10.4   7.50
20 38  9.07 -13 19  5.7   0.78
20 38  9.64 +50 34 24.8   0.98
20 38 10.22 +49 16  4.3   2.12
20 38 15.17 +01 46 34.2   1.75
20 38 15.64 -11 32 28.6   0.81
20 38 20.30 +54 45 47.1   1.09
20 38 20.50 +63 23 45.6   0.45
20 38 20.61 -05 53 42.8   0.79
20 38 21.84 +56 09 14.9   0.58
20 38 23.53 +51 24 58.7   2.52
20 38 23.56 +10 45 28.8   0.55
20 38 23.66 +01 26 55.1   0.92
20 38 23.87 +13 49 15.8   4.54
20 38 26.48 +59 58 40.9   0.76
20 38 26.50 +48 19 38.3   1.58
20 38 26.97 -00 14 50.8   0.92
20 38 27.14 -04 38 10.9   2.16
20 38 29.53 -02 23 14.7   2.74
20 38 34.63 -08 36 23.6   1.64
20 38 36.00 -00 56 20.2   0.65
20 38 36.59 -01 33 14.4   1.82
20 38 37.18 +51 19 15.0  28.67
20 38 38.99 +34 34 37.7   3.31
20 38 39.09 +21 16 23.5   6.14
20 38 40.03 +57 26  3.3   1.92
20 38 43.02 +16 10 18.7   1.60
20 38 43.98 -01 55 49.0   1.45
20 38 50.12 -03 41 26.4   1.31
20 38 50.84 +56 18 18.3   0.51
20 38 54.88 +77 55 21.0   0.63
20 38 55.83 +27 32 58.9   1.23
20 38 56.96 +60 31 29.1   0.44
20 38 58.93 +70 32 42.1   0.88
20 39  1.86 -10 46  8.1   0.81
20 39  3.30 +26 37 11.3   0.74
20 39  3.59 +02 29 36.7   1.25
20 39  7.81 -08 35 40.2   2.38
20 39  8.83 +28 41  7.1   2.64
20 39 10.02 +02 12 56.8   1.32
20 39 10.71 -12 06 53.7   1.44
20 39 11.14 +04 43  4.1   0.74
20 39 11.33 -06 15 19.5   2.52
20 39 13.75 +19 49 48.6   1.34
20 39 16.00 +18 30 14.3   0.97
20 39 17.67 -04 27 22.2   1.13
20 39 18.12 +66 51 47.1   0.47
20 39 18.81 +08 22 55.6   0.89
20 39 19.23 +53 14  0.6   0.55
20 39 24.05 +02 03 47.8   1.06
20 39 25.71 +23 06 38.9   0.64
20 39 27.83 +29 27 45.2   1.59
20 39 32.71 +05 51 15.6   0.88
20 39 32.99 +13 37 34.4   0.88
20 39 33.27 +61 11 11.4   0.60
20 39 34.23 +21 52 17.6   0.58
20 39 36.03 +77 15 27.2   0.75
20 39 38.66 +36 56 21.3   2.00
20 39 39.59 +06 20 37.5   1.87
20 39 40.43 +06 16 58.0   2.25
20 39 41.62 +52 56 57.3   0.61
20 39 46.39 -03 08 41.3   0.78
20 39 47.08 +51 35  6.7   1.25
20 39 47.17 +24 21 40.5   0.77
20 39 47.21 +12 07 33.1   0.70
20 39 48.07 +27 15 44.0   0.75
