Results from heasarc_nvss: NRAO VLA Sky Survey Catalog
Coordinate system:  Equatorial
lii      |bii      |flux_20_cm|flux_20_cm_error
 29.93416| -0.05545|    3056.6|           100.6
 90.09004| 36.37802|    3074.7|           117.7
158.59873| 47.92823|    3079.2|            92.4
134.15571| 49.74565|    3095.1|           102.6
 70.28142|  1.58529|    3100.1|           106.2
141.49750|-19.50694|    3108.5|           109.3
228.59061| 42.29275|    3109.1|            99.9
 12.80809| -0.22503|    3109.2|           100.8
150.58650| -0.94531|    3115.5|            95.1
167.65599| -1.90679|    3122.2|           105.3
172.64236| 65.92784|    3127.9|           109.5
227.20116| 73.76572|    3128.7|            93.9
 77.28059| 66.55755|    3146.9|           111.2
237.57184| 39.09535|    3152.1|            94.6
346.14829| 53.12274|    3157.4|            94.7
 17.17831|-16.25457|    3166.7|            95.0
278.21999| 74.46868|    3177.9|           108.3
  5.37425| -6.51660|    3194.6|            95.8
 38.46227| 60.20390|    3201.6|            98.7
126.45614|-64.21267|    3201.6|           108.4
 63.02886| 11.75697|    3203.8|            96.1
 98.10166|-17.04952|    3214.1|           108.3
140.28402|-16.76099|    3216.5|            98.2
251.51088| 52.77390|    3220.2|            96.6
120.39853|-29.65130|    3223.4|            96.7
197.61541|-14.51129|    3232.9|           104.4
190.06457| 53.98043|    3236.6|            97.1
156.77875| -6.58567|    3242.0|           110.5
 18.05625| 67.71477|    3247.0|           121.0
 30.76733| -0.03532|    3257.9|           101.1
228.47810|-38.87245|    3262.9|           108.0
187.65175|-33.60446|    3266.9|            98.0
151.61099| -0.23454|    3268.0|            98.7
 70.29885|  1.59766|    3300.9|           114.6
233.12381| 56.30031|    3305.7|            99.2
 13.87539|  0.28141|    3307.9|           120.0
 40.50298|  2.53954|    3313.7|           103.0
174.33778| 44.77039|    3314.5|           118.8
 88.83639|-12.97802|    3322.8|            99.7
 35.19603| -1.75895|    3331.4|           103.4
147.80913| -3.89663|    3335.0|           116.8
220.01031| 44.00809|    3336.4|           100.1
 23.41643| -0.22214|    3336.6|           102.5
 52.77831|-14.98355|    3348.2|           114.4
 61.31754| 17.43698|    3348.5|           109.6
 38.51882| 60.21081|    3353.8|           101.4
 85.74976| 74.65946|    3358.9|           100.8
359.30137|  8.18169|    3361.9|           105.6
 71.40170| -3.09895|    3367.5|           101.0
 80.93835| -0.12788|    3391.5|           131.2
 91.70743|  0.08255|    3393.8|           107.7
254.67717|  0.21878|    3409.2|           120.7
200.21006| 52.69625|    3411.8|           115.4
  0.06576|  0.29155|    3416.8|           103.2
167.12442|-56.93523|    3419.2|           102.6
 23.05508| 28.92778|    3428.6|           111.6
231.56535|-37.05621|    3430.9|           107.6
178.85950|-12.52204|    3432.8|           120.4
190.37275|-27.39711|    3439.0|           103.2
342.85933|  4.30453|    3458.2|           103.7
 55.47289|-35.57765|    3472.5|           104.2
228.49817|-38.86743|    3474.2|           113.0
209.79657| 16.59211|    3506.4|           105.2
 67.35920| 22.39400|    3506.7|           105.2
235.71614| 73.04123|    3512.4|           118.8
 25.36649| -0.18333|    3519.3|           106.6
 88.83549|-12.97734|    3530.8|           119.9
 96.26665| 44.08570|    3563.7|           125.3
353.90932| 42.93579|    3569.3|           107.1
235.33809| -7.21854|    3592.9|           107.8
 39.36251| 58.30477|    3594.2|           112.7
345.39349|  1.41355|    3598.6|           109.6
136.21284| -0.89738|    3641.7|           114.7
  0.06258|  0.25013|    3644.9|           110.0
121.24499| 16.52380|    3650.3|           122.1
 35.33163| 35.76915|    3666.2|           110.0
124.49386| 23.72299|    3671.5|           117.1
298.64331| 58.02373|    3672.1|           129.5
209.03335|-19.41108|    3678.1|           113.4
 62.93261| 43.69318|    3678.7|           123.3
162.17309| 22.22596|    3680.0|           129.3
 12.89251|-12.84612|    3706.5|           111.2
209.02904|-19.34711|    3707.9|           123.6
220.40480| 45.99266|    3711.6|           117.7
131.37672|-29.07288|    3712.6|           144.2
130.89183| 52.19976|    3719.4|           111.6
 30.34985|-45.55678|    3732.1|           112.0
231.07294|-74.52003|    3751.6|           130.0
242.42576| 10.33853|    3754.2|           130.6
176.80953|-18.55656|    3755.5|           112.7
 66.38865|  8.37129|    3766.0|           113.0
351.55447|  0.20366|    3767.3|           126.8
351.61226|  0.16577|    3768.3|           124.4
120.60995| 19.87837|    3777.1|           113.3
 11.17893| -0.37248|    3793.4|           117.3
208.92035|-19.26848|    3801.3|           115.5
359.72870| -0.35662|    3808.0|           116.6
 11.15703| -0.34309|    3818.2|           116.9
143.54096| 34.42586|    3823.1|           114.7
131.44199| -8.38085|    3832.8|           120.0
359.29050|  8.14070|    3855.2|           121.2
268.60941| 20.73016|    3861.6|           135.7
111.03033| 19.28318|    3890.3|           132.4
 99.28059|-60.85925|    3897.6|           116.9
120.08341|  1.35842|    3908.0|           118.4
  7.29216| 47.74633|    3927.2|           117.8
105.62602| 23.54086|    3950.2|           118.5
112.03444| -1.76793|    3954.2|           119.4
 69.92229|  1.51657|    3967.8|           127.0
 79.31482|  1.29444|    3972.3|           121.6
160.40552|  0.14007|    4001.3|           125.1
 55.15102| 46.37865|    4024.1|           120.7
 61.47380|  0.09298|    4028.6|           155.5
357.67508| -0.10929|    4030.5|           122.6
118.54789| -1.26435|    4039.3|           121.2
179.85796|-31.08240|    4042.2|           128.9
 21.18122| 19.67390|    4063.3|           139.9
281.72198| 67.36481|    4066.7|           124.0
114.77530|-63.79655|    4067.1|           138.5
147.93014|-44.04348|    4067.7|           122.0
348.23369| -0.97308|    4070.2|           133.2
 12.18223| 37.00488|    4075.3|           122.3
 54.59444| 76.05991|    4085.4|           144.0
 24.46869|  0.49051|    4091.2|           135.3
167.11453|-81.46602|    4091.3|           122.7
309.07283| 40.35245|    4093.0|           122.8
 58.65197|-31.81480|    4098.0|           122.9
167.62346| -1.88974|    4103.2|           143.7
213.70321|-12.60425|    4110.2|           144.1
165.41405| 13.36372|    4132.8|           124.0
348.68532|  0.34500|    4137.1|           135.3
 30.74813|  0.00645|    4137.1|           130.1
 41.12805| -0.31614|    4146.6|           126.0
120.04094|  1.39276|    4180.2|           126.2
150.98712| 50.70474|    4187.9|           130.8
151.60604| -0.23463|    4193.5|           126.8
143.25475|-78.27501|    4201.3|           130.5
 11.18998| -0.32970|    4214.3|           127.5
205.76400|-42.65377|    4217.8|           126.5
277.52498| 45.43185|    4224.7|           148.5
 40.19988|-52.41205|    4228.6|           155.1
178.32551| 42.83995|    4233.8|           127.0
309.95554| 52.79472|    4244.2|           127.3
209.00763|-19.39375|    4245.8|           142.7
345.34425| 41.25010|    4249.9|           140.3
150.37700| -1.60385|    4296.1|           128.9
109.58878| 53.12574|    4307.6|           129.2
161.68566| -8.79020|    4311.7|           158.9
238.14656| -5.88593|    4374.3|           149.3
  5.97624| -1.16979|    4390.5|           134.2
 98.13373|-17.05770|    4408.1|           136.4
 18.14584| -0.28928|    4417.0|           137.0
 48.91943| -0.28457|    4479.8|           143.4
351.31583|  0.66317|    4490.1|           165.6
 41.11189|  5.77306|    4509.6|           135.3
111.54448|  0.79251|    4516.9|           138.6
281.92081| 67.39407|    4581.1|           138.9
220.28549|-34.35485|    4586.1|           159.5
 34.25270|  0.14280|    4600.0|           162.9
118.62144|-52.72655|    4602.3|           147.6
 93.21764| 39.00801|    4610.8|           138.3
201.32269|-64.50898|    4615.8|           153.1
 46.98082| 10.55249|    4644.1|           140.9
 83.03945|-51.28497|    4675.6|           165.2
 40.16894|-52.42469|    4684.9|           170.1
 10.32399| -0.15592|    4730.6|           154.9
243.29559| 12.57459|    4742.6|           142.3
120.13065|  1.38210|    4762.5|           143.7
 45.45463|  0.05899|    4770.0|           163.1
172.10370|-51.93373|    4848.1|           170.4
 67.23403| 81.04763|    4861.9|           145.9
164.14678|-34.45698|    4866.5|           149.3
357.69131| -0.07931|    4880.3|           147.9
111.54630|  0.83499|    4886.1|           148.2
 44.17133| 46.20326|    4908.2|           147.2
  4.51044|  6.80511|    4926.8|           149.9
  5.90377| -0.43021|    4933.7|           153.5
116.51372|  2.55702|    4947.1|           148.4
  5.97253| -1.17559|    4959.0|           175.1
 43.18105| -0.03019|    4973.5|           153.7
120.05726|  1.44601|    4982.2|           150.4
112.04404| -2.20778|    4987.3|           154.6
 31.87305|  0.05789|    4992.5|           154.2
185.59245|  4.00404|    5000.0|           166.0
 93.61221| 39.38254|    5001.9|           150.1
120.12292|  1.44779|    5030.9|           152.4
 98.79404| 40.67085|    5034.8|           151.0
111.45905| 27.08785|    5036.4|           159.1
 92.77790| 17.77196|    5065.7|           178.8
  0.09990| -0.31209|    5076.7|           154.6
154.16281|-76.41769|    5081.7|           179.4
209.03591|-19.36277|    5085.4|           162.5
120.22872| 69.76044|    5099.6|           180.2
  0.07113| -0.37510|    5113.7|           155.8
301.95783| 42.87750|    5135.7|           154.1
  4.51228|  6.83633|    5143.3|           159.3
 78.85811| -5.12373|    5143.6|           154.3
356.68991|  6.41307|    5181.0|           182.3
206.50050|-16.36077|    5250.4|           158.4
304.15442| 50.30838|    5290.3|           162.7
  4.53668|  6.82351|    5325.4|           166.1
133.69588|  1.21606|    5387.6|           173.2
347.22361| 70.17160|    5397.2|           161.9
 79.28838|  1.30105|    5401.9|           167.7
 49.53488| -0.38827|    5419.1|           172.8
111.53709|  0.83348|    5439.7|           165.4
  9.41791| 50.12000|    5499.3|           209.1
128.05214| 43.60374|    5564.1|           166.9
 74.70549| 20.22262|    5596.8|           185.4
133.40803| 18.33247|    5619.5|           168.6
275.28076| 43.63838|    5622.2|           198.5
  7.85082|-35.58329|    5700.2|           190.9
240.60680|-32.71706|    5716.2|           201.7
174.85728|-44.51258|    5746.0|           187.9
177.72618| -9.91219|    5770.2|           203.1
348.24560| -0.98299|    5795.9|           177.5
  0.63269| -0.05834|    5830.3|           176.9
 21.04694|  1.95665|    5835.2|           204.5
 43.25381| -0.16324|    5894.5|           189.9
 12.03232| 10.81172|    5990.2|           179.7
 92.58959|-10.44113|    6050.9|           181.5
 88.80859|  6.04023|    6080.8|           182.4
351.24300|  0.66545|    6085.6|           194.2
352.16082| 60.66688|    6100.3|           183.0
 12.49409| 37.83601|    6167.6|           203.1
 30.75618| -0.04900|    6187.0|           202.5
115.22674|-64.80351|    6187.8|           239.1
289.92754| 26.33483|    6196.1|           185.9
141.41032| 40.56645|    6203.9|           209.0
251.76254| 13.40270|    6252.7|           200.4
209.79360|-65.13108|    6256.4|           187.7
  0.67030| -0.03407|    6286.2|           198.0
 69.21139| -3.76918|    6390.7|           225.7
 36.66392|-51.16467|    6398.4|           192.0
353.41452| -0.36681|    6453.2|           217.6
 21.50089| -0.88483|    6456.1|           215.9
111.42005| 27.05982|    6519.5|           231.1
232.11713| 46.62731|    6522.1|           195.7
179.82864|-31.02939|    6524.8|           206.1
 75.83420|  0.40038|    6582.1|           244.6
 24.37298|-17.82868|    6720.5|           201.6
130.75871|  3.09384|    6724.0|           203.3
351.63560| -1.25433|    6770.1|           238.0
351.69208| -1.15056|    6805.1|           208.6
 49.20546| -0.34484|    6864.5|           219.6
143.89217| -1.05560|    6938.2|           236.3
  2.94271| -2.77893|    6995.1|           246.2
186.76165| -7.10767|    7019.2|           210.6
 22.46826| 80.98829|    7052.2|           211.6
 25.38316| -0.18096|    7074.8|           224.2
 63.45501| 40.94897|    7098.6|           213.0
 43.27119| -0.20972|    7105.9|           220.0
130.72362|  3.07039|    7114.8|           215.4
 77.43783|-38.58263|    7201.5|           216.0
123.35226|  5.50385|    7235.8|           237.8
358.28711|-11.77965|    7237.8|           217.1
 81.68174|  0.53765|    7314.0|           279.1
359.92940| -0.05185|    7402.0|           229.7
 58.95957|-48.84294|    7410.6|           261.6
 10.14742| -0.33576|    7450.6|           242.3
109.98287| 42.09704|    7468.4|           224.1
161.67224| -8.81801|    7726.1|           235.7
 99.67728|  7.96053|    7802.6|           241.2
359.77432| -0.32274|    8019.4|           242.7
166.63548|-33.59592|    8027.9|           240.8
 12.80577| -0.20142|    8067.7|           270.2
129.43871|-49.34301|    8070.5|           281.8
224.86109|  8.67458|    8078.2|           242.3
 43.27847| -0.18156|    8146.4|           246.2
162.22752| 36.55942|    8283.1|           248.5
 23.04430| 28.95990|    8480.9|           282.1
187.40500|-11.34333|    8602.9|           258.1
345.39384|  1.38986|    8627.1|           263.7
206.55275|-16.35050|    8653.8|           287.0
111.52573|  0.81482|    8691.0|           272.5
  0.50102| -0.04897|    8694.9|           262.3
 43.24520| -0.18234|    8704.7|           269.1
 42.27465|-84.17011|    8753.3|           262.6
130.71066|  3.09330|    8754.1|           264.9
130.68354|  3.07518|    9013.1|           272.6
 10.16824| -0.32474|    9081.0|           274.3
 76.38375| -0.62117|    9352.0|           318.1
351.36805|  0.64928|    9464.4|           303.6
  0.06501|  0.00583|    9489.1|           286.3
184.59080| -5.75856|    9505.9|           310.4
 49.37571| -0.30435|    9545.5|           299.9
305.10422| 57.06280|    9711.2|           291.3
  0.15272| -0.14312|    9732.8|           293.6
160.96483| -4.34250|    9831.7|           295.0
357.64614| -0.07827|    9897.1|           301.4
 74.47637|-17.69493|   10334.8|           359.9
 35.19470| -1.74493|   10386.1|           342.7
 30.78434| -0.02581|   10845.3|           348.0
 12.16589| -5.71187|   10896.3|           326.9
133.78570|  1.42156|   10964.2|           334.2
 23.04173| 28.96383|   11157.2|           364.4
121.63467|-10.79131|   11534.0|           373.7
240.60745|-32.71577|   11882.9|           356.5
 86.11082|-38.18375|   12656.8|           379.7
359.80442| -0.29605|   12904.0|           389.3
184.54610| -5.76326|   13002.3|           406.2
  0.05393| -0.23420|   13131.8|           396.6
359.87757| -0.09543|   13275.3|           402.1
  9.34390|-19.60706|   13386.9|           401.6
 49.46222| -0.36014|   13403.9|           415.0
 63.39806| -6.12163|   13684.4|           473.0
  0.06316| -0.33215|   13696.2|           413.2
 77.22541| 23.50444|   13752.5|           412.6
111.74919| -2.15851|   14008.2|           420.2
359.84251| -0.40029|   14178.5|           427.7
 56.52329| 80.67463|   14902.7|           447.1
171.17454| 33.23588|   15010.0|           450.3
206.54303|-16.33971|   15108.7|           457.5
133.96242|-28.71930|   16017.7|           480.5
111.73812| -2.13000|   16075.0|           482.3
  0.09351| -0.34609|   17029.2|           513.7
206.53484|-16.37242|   17083.2|           517.2
133.71970|  1.22177|   17674.7|           614.6
349.72744|  0.16572|   18092.3|           566.8
215.43893| -8.06695|   18486.1|           645.9
 10.16062| -0.35865|   19686.3|           605.0
 21.19460| 19.65508|   20229.2|           625.1
348.72196| -1.04219|   20606.0|           626.8
 97.51464| 60.80226|   22720.1|           681.6
150.57581|-13.26122|   22829.2|           684.9
161.68627| 10.29843|   22879.6|           686.4
353.19036|  0.90341|   23227.3|           713.9
 23.05301| 28.93214|   23546.8|           775.1
359.91407| -0.07909|   23858.1|           721.4
111.76838| -2.11971|   24161.9|           826.3
359.98418| -0.04771|   25020.1|           764.5
 43.17179|  0.00460|   31205.5|           956.9
 21.21611| 19.62350|   31223.5|           990.3
 49.48625| -0.38296|   36825.1|          1141.4
242.92525| 25.09367|   40849.9|          1278.8
170.58208|-11.66043|   49728.5|          1684.1
289.94860| 64.35878|   54991.2|          1900.3
209.03137|-19.38590|   72733.1|          2198.2
209.00171|-19.37641|  113563.0|          3425.5
184.56468| -5.79916|  118369.0|          3595.9
283.78027| 74.48949|  138487.0|          4858.7
184.55802| -5.80100|  141414.0|          4287.2
359.95134| -0.05122|  161188.0|          4862.1
184.56910| -5.77405|  271633.0|          8193.5
184.53274| -5.78666|  324323.0|          9782.9
111.76434| -2.14586|  339504.0|         10329.1
111.71415| -2.12201|  373100.0|         11455.6
111.73233| -2.15105|  431380.0|         13045.9
111.74606| -2.10782|  560780.0|         16978.8
 76.18685|  5.76953|  739767.0|         24621.1
 76.19259|  5.74332|  858423.0|         32372.3
